,smiles
24,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
25,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)C=C(O)COCOCOC
26,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=C2C=CC=CC2C(C=CC)
28,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CCC=CC(=O)C=CC=CC=CC=CC=CC=CC=C(O)
29,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)CCCCCCOC(C=O)CC=CC=CC=CC=CC
30,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=C2C=CC=CC2SC=CC=CC
32,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)C(O)COCOC=COC=CO
33,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)CCCCCCOC(=O)OC=CC=C(O)C=CC=CC=C
35,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=C2C=CC=CC2C=CC
36,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=CC2C
37,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=CC=C2C=CC=CC2
40,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=C(CC)O
42,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)C=C(O)COCOCOCC=C
44,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)COCOC=COCOCCC=C
45,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)CCCCCCCC(=O)C=C(C)C=CC=CC=CC(=O)
46,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=CC=C(C(C))
47,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C=C
48,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)CCCCCCC(=O)OC=C(S)C(=O)OC
49,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)C=C(O)COCOCOC=C
50,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=C2C=CC=CC2C
51,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=C(CC)CC
53,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=CC=C(CC)
57,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)C(O)COCOC=COC
58,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)(CC=O)OC=C(O)COCOC=COCOCCCC=C
59,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=C2C=CC=CC2C(=C)
60,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
62,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1(=C)CCCCCCC(=O)C=CC=CC=CC=CC=CC=CC=CC=CC=C
63,C1CSCCSCCSCCSCCSCCSCCSCCSCCS1OC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=COC
64,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)C=C
65,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC=CC=C
66,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)C
67,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)OC
68,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC(=O)N=O
69,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)Cl
71,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=C(C)C=CC=C
72,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=C(C)OC=CC=CC=CC=CC=CC=C
73,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=C(C)C=C
74,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)C=N
76,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC=C(C)
78,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=C(C)OCOC=O
79,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC=CC=CC
83,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)NC
84,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)NN
85,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC(=O)N
86,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CCC=CC=CC=CCC=CC=C
87,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=O
89,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CCC=CC=CC=CC=CC=CC
91,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C=CC=CC=C(C)C=CC=CC=C(C)C)
92,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC2=CC=CC=C2(C)
95,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C=O)
96,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=C(C)CC=CC=CC=CC
97,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC=O
99,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)
101,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C=CC=C(C)C=CC=CC=CC=C(C)C)
103,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC(=O)C=O
105,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=O
106,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=C(C)OC=CC=CC=C(C)C=CC
108,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CCC=CC=CC=CC=CC=C
111,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC(C)C=CC=CC=CC
112,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=C(C)OC=C
113,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=C(C)N
115,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=C(C)CC=CC=CC=C
117,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC(C)
122,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=C(C)OC=CC=CC=C(C)C=C
124,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC=CC=C
126,COCCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=C(C)OC=CC=CC=CC=CC(=O)C=C
192,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCCC=CC=CC=CC=CC=CC=CC1=CC=CC=C1C=CC=C
193,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(COC)OCC
194,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)OCOC
195,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(O)C=C
196,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)OCCC
197,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)CC(O)COC=C(C)C
198,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C
199,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(O)C
200,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=COC=C(C)C
201,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(F)CCC=CC=CC=CC=CC=CC=CC=CC
202,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(C)COC=C(O)C=C(O)C
203,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(O)C=C
204,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)OC=CC
205,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)CC
206,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(C)COC=C(O)C=C(C)C
207,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=C(O)C=C1
208,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)C1OC=C(O)C=C1
209,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCCC=CC=CC=CC=CC=CC=CC=CC=CC1=CC=CC=C1
210,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(C)COC=C(O)C=C(O)C=C
211,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(C)CO
212,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(CC)
213,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(CCO)COC
214,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(C)C=C
215,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(CC)
216,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(C)OC
217,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)OCCO
218,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CN=C(CO)COC
219,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(C)C
220,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COCOC=COC=C(C)OC
221,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=COC=C(CO)CC
222,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(C)O
224,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(C)C1OC=C(O)C=C1
225,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)C=O
226,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(O)CC
227,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(C)
228,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)CC=C(C)
229,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(C)OC
230,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=C(O)C#C1
231,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(COC)COC
232,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(O)C=C
233,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCCC=CC=CC=CC=CC=CC1=CC=CC=C1C(=O)C=C
234,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(C)C
235,C1COCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(C)COC=C(O)C=C1
236,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C=C(O)C
237,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=COC=C(C)OCO
238,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(C)C[NH]
241,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCCS(=O)C=CC=CC=CC=CC=C(C)C=CC=CC=C
242,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(C)CC
244,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(C)C(O)COC=CC=C(C)COC=CC=CC=C
245,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=COC=C(CO)C=C
246,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COOCOC=C(C)OC=C
247,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)C1OC=CN1C=C(C)C=C
248,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=C(C)O
249,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COOCOC=C(C)OCO
250,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=COC=C(CO)C[NH]
251,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=C(O)C#CC
252,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(C(C)COC=C(O)C=C)
253,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=C(O)COC=C(O)COC=C(O)C=CC=CCOC
254,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COC=CC=C(C)OCC=C
255,CCOCCOCCC(=O)N(C)CN(C)C(=O)CCCCCCCSCC=CC=C(O)C=C(O)COOCOC=C(C)OCC
256,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOCC=CC=CC=CC=CC=CC=CC2=CC=CC=C2C
257,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
258,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOCCC=CC=CC=CC=CC=CC=CC2=CC=CC=C2C
259,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
260,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
261,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=CC=CC=CC=CC=CC=C2C=CC=CC2C=CC=C
262,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
263,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCCOC=CC=CC=CC=CC=CC2=CC=CC=C2C
264,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CC=CC=CC=CC=CC=CC=CC2=CC=CC=C2C
265,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=C
266,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCC=CC=CC=CC=CC=CC=CC=CC=C(CC=C)
267,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
268,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC#C
269,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CCC=CC=CC=CC=CC=CC=CC=CC=C(CC=C)
270,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCCOC=CC=CC=CC=CC=CC=CC=CC=CC#C
271,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCC=CC=CC=CC=CC=CC=CC=CC2=CC=CC=C2
272,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
273,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCC=CC=CC=CC=CC=CC=CC=CC=CC2=CC=CC=C2
274,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
275,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
276,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOCC=CC=CC=CC=CC=CC=CC=CC=CC=CC#C
277,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=CC=CC2=CC=CC=C2C
278,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCCCOC=CC=CC=CC=CC=CC=CC=CC=CC=C
279,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCC=CC=CC=CC=CC=CC=C2C=CC=CC2C=CC=C
280,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
281,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
282,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)COCCCCCC=CC=CC=CC=CC=CC2=CC=CC=C2C
283,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CCC=CC=CC=CC=CC=CC=CC=C(CC=C)
284,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
285,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CCC=CC=CC=CC=CC=CC=CC=CC2=CC=CC=C2
286,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CCOCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
287,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOCCCC=CC=CC=CC=CC=CC=CC=CC=CC=C
288,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOCC=CC=CC=CC=CC=CC=CC2=CC=CC=C2
289,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=C(C)CCC
290,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOCCCC=CC=CC=CC=CC=CC2=CC=CC=C2
291,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)COCCCCCC=CC=CC=CC=C2C=CC=CC2C=O
292,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC#C
293,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CC=CC=CC=CC=CC=CC=C(C)CCCCCC
294,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOCC=CC=CC=CC=CC=CC=CC=CC=CC(=O)N
295,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C
296,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCC=CC=CC=CC=CC=CC=C2C=CC=CC2CC=CC
297,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)COCCCCCC=CC=CC=CC=C2C=CC=CC2C=CC=C
298,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCOC=CCC=CC=CC=CC=CC=CC=CC=CC=CC#C
299,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CCC=CC=CC=CC=CC=CC=CC=CC#C
300,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=CC=CC=CC
301,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC
302,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
303,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
304,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=C(C)CCCCCCCC
305,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CC=CC=CC=CC=CC=CC=CC=CC=CC=C(C)CCC=C
306,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCCCCC(C)CCCCCCCCCCCCCCC
307,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC
308,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCC=CC=C(C)CCCCCCCCCCCCCCC
309,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOCCC=CC=CC=CC=C2C=CC=CC2C=O
310,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=C(C)CCN
311,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=CC=CC=C
312,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=CC=CC=CC=CC=CC#C
313,C=CCCCC(=O)N(C1)CCCCN1C(=O)CCCCCC(C)CCOCCC=CC=CC=CC=CC=CC=CC=CC=C(C)CC
