,smiles
71,CN(Cc1cc(Cl)cc(Cl)c1)C(=O)c1ccncc1F
72,CCOCc1ccccc1CNC(=O)NCc1ccc(F)cc1
73,Cc1ccccc1CN(C)C(=O)CCn1ccccc1=O
74,NC(=O)c1ccc(F)c(CNC(=O)NCc2cccs2)c1
75,CCOC(=O)N1CCC(NC(=O)NC(c2ccccc2)C(C)C)CC1
76,COc1cccc(C(=O)Nc2cccc(N)n2)c1OCC(N)=O
77,CC(c1ccc(F)cc1)n1cc(C(=O)OCC(=O)N2CCCC2)nn1
78,CCOc1cc(CO)cc2c1OC(C)(C)C(=O)N2CC
79,C=CCN(CC=C)S(=O)(=O)c1cc(N)cc(C)c1C
80,Cc1noc(C)c1NC(=O)c1ccccc1Br
81,N#CC(C1CC1)N1CCCCC1c1nnc2n1CCCCC2
82,COC(=O)C(c1ccc(F)cc1)N(C)C(=O)c1ccc2cc[nH]c2c1
83,Cc1cccc(CNS(=O)(=O)c2ccc(CO)cc2)c1
84,O=C(NCc1ccccc1F)N1CCCc2ccccc21
85,Cc1cc(F)cc(NC(=O)c2ccnc(F)c2)c1
86,CC(Sc1nccn1C)C(=O)NCCc1ccccc1
87,COc1cccc(C(=O)c2c(N)oc3c2C(=O)CCC3)c1
88,Cc1ccc(C(=O)NCCCCOc2ccccc2)cn1
89,Cc1cc(C(=O)NCCNC(=O)C2CC=CCC2)c(C)o1
90,Cc1cccc(C(=O)Nc2ccc(-n3cnc4ccccc43)nc2)c1
91,Cc1ccc(S(C)(=O)=O)cc1C(=O)NCc1ccc(C)o1
92,O=C(Cn1c(=O)cnc2ccccc21)NCc1cccc(Cl)c1
93,Cn1nnnc1SCC(=O)c1ccc(C(C)(C)C)cc1
94,CCC(C)(C)NC(=O)CCCNC(=O)c1ccsc1
95,Cc1cc(COC(=O)c2cccc(-n3cCcn3)n2)no1
96,CCn1c(CNC(=O)c2ccc3ccccc3n2)nc2ccccc21
97,CCOCCC(=O)Nc1ccc2c(c1)NC(=O)C(C)C(=O)N2
98,CC(=O)NC(C)(C)c1noc(-c2cc3ccccc3oc2=O)n1
99,Cc1nccn1-c1ccc(NC(=O)c2ccccc2Cl)cn1
100,O=C(Cn1cnnn1)N1CCC(CCc2cccc(F)c2)C1
101,[H]N=c1c(C)c(C)n(CC(=O)NC(C)COC)c2cc(Cl)ccc12
102,CCOC(=O)Nc1cccc(NC(=O)NCc2ccccc2F)c1C
103,CC(=O)NC(C)(C)c1noc(CCOC(C)(C)C)n1
104,COCCC1CCN(C(=O)NCC(O)c2ccc(C)c(C)c2)CC1
105,COc1ccc(S(=O)(=O)N(C)CCC(C)C)cc1C(C)=O
106,COC(=O)c1cc(Br)ccc1NCc1nc(C2CC2)no1
107,Cc1nc(N2CCCCC2)nc(C)c1CC(=O)N1CCc2ccccc21
108,Nc1cc2c(cc1NCC1CCOC1)OCO2
109,Cc1nnsc1Cc1ccc(Br)cc1
110,Cc1nn(C)c2nc(NCc3ccccn3)nc(NCCO)c12
111,CC1CCN(S(=O)(=O)c2c(O)cc(Cl)cc2Cl)C(C)C1
112,Cc1[nH]ncc1C(=O)N1CCCC1c1nccn1Cc1ccccc1
113,Nc1ccc(O)c(NC(=O)c2ccccc2-c2cccs2)c1
114,O=C(NCc1ccc2ccccc2c1)c1on2c(=O)[nH]cnc12
115,CC(C)CN(CC(C)C)C(=O)c1cccnc1-n1cccn1
116,COC(=O)C(C)(C)NC(=O)Cc1c(Cl)cccc1Cl
117,COCCNC(=O)Nc1ccc(Cc2cccc(F)c2)cc1
118,O=S(=O)(NC1CC1c1ccccc1Cl)c1c[nH]cn1
119,Nc1ccccc1OC(=O)CCOc1ccccc1F
120,CCC1CCCCN1C(=O)c1ccc(OC)c(OC)c1
121,CC(=O)Oc1cc2c(cc1Br)OCCO2
122,Cc1ccc(NC(=O)c2cc3c(c(C)n2)OCCO3)c(F)c1
123,O=C(c1ccc(NC(=O)C2CC3CCC2C3)cc1)C1CC1
124,CC(C)C(C(=O)N1CCCC1Cn1cncn1)n1ccccc1=O
125,Cc1[nH]c(C(=O)NCCC(=O)NC(C)(C)C)c(C)c1C(=O)OC(C)C
126,CC(C)CNC(=O)N1CCCC(C(=O)OCc2nncn2C)C1
127,CC(C)(C)OC(=O)NC1CCCN(c2ccc(NC(N)=O)cc2)C1=O
128,O=C(c1c(F)cccc1Cl)N1CCC2(CC1)CNCC2
129,COc1cccc(-c2nnc(SCc3nc(C)c(C)o3)o2)c1
130,COc1ccc(C(=O)Nc2ccc(F)c3ncccc23)c(OC)c1
131,CC(C)c1nc(CNC(=O)Cc2ccc(-n3cccc3)cc2)cs1
132,Cc1csc(=O)n1CC(=O)Nc1cccc(F)c1
133,COC(=O)C1=C(N)OC2(C)C(=O)C3C(C)(C3C)C(=C12)OC3=O
134,Cc1ccc2c(C)c(C(=O)N3CCOC(C)(C)C3)oc2c1C
135,O=C(NCc1cscn1)c1cc2ccccc2s1
136,Cc1ccc(NC(=O)C2CCCN(C(=O)NC(C)C)C2)cc1
137,CC(C)(C)OC(=O)N1CCCCC1C(=O)N1CCOCC1C1CC1
138,CC(C)NC(=O)Cc1nc(-c2ccc(F)cc2)sc1CO
139,Cn1c(C(F)(F)F)nn(CCNC(=O)c2scnc2C2CC2)c1=O
140,COC(=O)C(CC(C)C)NC(=O)C1CCCC1
141,O=C(Cn1nc2c(cc1=O)CCCC2)N1CCN(CC(F)F)CC1
142,O=C(CCn1nnc2ccccc2c1=O)NC1CCCCC1
143,Cc1cccc(OC(=O)C(NC(=O)c2cccs2)C(C)C)c1
144,O=C(NCC(O)c1ccc(F)c(F)c1)c1c(O)cc(F)cc1F
145,COc1ccc(CNC(=O)NCCCn2nc(C)cc2C)cc1
146,Cc1sc2ncnc(N3CCCCCC3)c2c1-c1ccc(C#N)cc1
147,NC(=O)Cc1csc(NC(=O)C2CC1c1cccc(F)c1)n1
148,O=C(Nc1cccc(OC2CCCCC2)c1)C1COc2ccccc21
149,Cn1nnnc1-c1cccc(C(=O)NCCc2nncn2C(C)C)c1
150,Cc1nc(C(=O)N(C)CC2=CCCCC2)nn1-c1ccc(F)cc1
151,CS(=O)(=O)N(CC(=O)NC1CC1)Cc1ccccn1
152,Cc1ccc2[nH]nc(C(=O)Nc3nc(C)c(C)s3)c2c1
153,Cc1cc(C(=O)NC2CCCn3nncc32)c2ccc(F)c(F)c2n1
154,CCc1sc(C(=O)NCCS(N)(=O)=O)cc1C
155,COc1cc(OC)c(C(=O)OC(C)C(=O)N2CCC(C)CC2)c(OC)c1
156,CC(C)C(=O)NCCNC(=O)NCC(F)(F)F
157,CNc1nc(C(=O)Nc2cc(OC)c(OC)c(OC)c2)cs1
158,Cc1cc(C)cc(NS(=O)(=O)c2ccc(F)c(C(N)=O)c2)c1
159,Cc1ccc(NC(=O)c2nn(C)cc2N)cc1Br
160,O=c1c2cnc(SCc3ccccc3)nc2ccn1C1CC1
161,Cn1cc(C(=O)Nc2ccc(F)c(C#N)c2)c(N)n1
162,CCN(CCc1ccncc1)C(=O)c1c(O)cccc1Cl
163,Cc1cc(C)cc(OCC(=O)Nc2ccncc2)c1
164,CN(C)C(=O)c1cccc(OC(=O)C2CC(=O)N(CC(C)(C)C)C2)c1
165,COc1ccc(NC(=O)CNC(=O)C2Cc3ccccc3C(=O)O2)cn1
166,CCOC(=O)N1CCN(C(=O)NC(C)c2cc(C)ccc2C)CC1
167,Cc1nn(C)c(C)c1CCC(=O)Nc1cccc(C(=O)NC2CC2)c1
168,CCC(C)N(CCOC)C(=O)c1ccc2[nH]cnc2c1
169,CC(C)(C)C(=O)CNC(=O)c1cnc(C2CCCO2)s1
170,COC(=O)c1ccoc1COC(=O)c1ccc(-n2ccnn2)cc1
171,COCCOc1cccc(C(=O)N(C)C(C)c2ccc(C)o2)c1
172,NC(=O)c1c(NC(=O)CSc2ccc(F)cc2)sc2c1CCC2
173,CC(=O)C(C)Nc1nc(C)nc2onc(-c3cccc(F)c3)c12
174,CC(C(N)=O)N1CCN(C(=O)Nc2ccc3oc(=O)[nH]c3c2)CC1
175,C#CCN1CCN(C(=O)NCCCSc2ccc(OC)cc2)CC1
176,CN(Cc1cccc(C#N)c1)S(=O)(=O)N1CCCCC1
177,COc1ccccc1CC(=O)Nc1c(C(=O)OC)cnn1C
178,Cc1oc(-c2ccco2)nc1CN1CCN(C(=O)CC(C)C)CC1
179,Cc1ccc(S(=O)(=O)CCCC(=O)Oc2ccc(F)cc2F)cc1
180,O=C(NCC1CN2CCCCC2CO1)NC1CC1c1ccc(F)cc1
181,COc1ccc(C(O)CNC(=O)CC(C)(C)C)cc1
182,c1cnc(-c2nc(-c3ccc(-c4ccncc4)cc3)no2)cn1
183,COC(=O)C1(NC(=O)C2(c3cccc(F)c3)CCCC2)CCCC1
184,CC(C)(C)c1cc(C(=O)N2CCc3cnccc3C2)n[nH]1
185,Cc1ccc(Cl)c2c1CCNC2c1ccnnc1
186,COc1cc(N2CCN(C(=O)CCn3cccc(C)c3=O)CC2)ncn1
187,CCOc1cc(-c2nc(-c3cccnc3)no2)ccc1OCC#N
188,COc1ccc(-c2noc(Cn3cnc4[nH]ccc4c3=O)n2)cc1OC
189,COc1cc(OC)c(NS(=O)(=O)Cc2ccc(F)cc2)cc1F
190,CC(C)n1cc(S(=O)(=O)N2CC(Oc3cccnc3)C2)cc1C#N
191,Cc1noc(NC(=O)Cc2csc(C(C)(C)C)n2)n1
192,Cc1[nH]ccc1C(=O)N1CCCCC1C(=O)NCCC(C)C
193,CN(CCN1CCOCC1)S(=O)(=O)c1cccc(F)c1F
194,CCOC(=O)c1cc(-c2ccc(O)cc2OCC)nn1C
195,O=C(NCc1ccc(CN2CCCC2=O)cc1)c1ccccc1
196,NC(=O)c1ccsc1S(=O)(=O)NCCc1ccc(F)cc1
197,COc1cc(OC)nc(Oc2cccc(F)c2)n1
198,Cn1nc(C(=O)NCC#Cc2ccccc2)c(=O)c2cc(F)ccc21
199,CC=CCOC1C2COCC12CCN(c1nnc(C)s1)CC2
200,C#CCN1CCN(C(C)c2nnc(SC3CC3)n2C2CC2)CC1
201,Cc1nc(C(=O)N2CCC(c3ccn[nH]3)CC2)no1
202,CC(C)c1nnc(NC(=O)CCCc2nc3ccccc3[nH]2)s1
203,O=C(NCc1ccc(-n2cncn2)cc1)c1cnccn1
204,COc1ccc(C(=O)NC(c2ccco2)c2ccccc2)c(F)c1
205,CNS(=O)(=O)c1ccc(C)c(C(=O)NC(C)CCC(C)C)c1
206,CCC(Oc1ccc(C(C)C)cc1)C(=O)NCC1(O)CCOC1
207,CC(Oc1cccc(N)c1)C(=O)Nc1cccc(F)c1F
208,CCC(Nc1cccc(C(=O)NC(C)C)c1)C(=O)N(C)C
209,CCOc1ccc(CC(=O)NCCC2=CCCCC2)cc1
210,CCC1CCCCN1C(=O)c1ccc2nonc2c1
211,CC(CNC(=O)NCc1ccccc1-n1ccncc1)N1CCOCC1
212,CCn1c(-c2cccc(NC(=O)CC(C)(C)C)c2)nc2ccnn21
213,COc1ccc2c(c1)CC(C(=O)N1CCc3ccccc3C1)CO2
214,Cc1cccc(NC(=O)C(C)Sc2nnc(C)n2N)c1
215,COCCN1CCN(C(=O)c2ccc(Cl)cn2)CC1=O
216,C#CCN(CC(=O)Nc1ccc(C)cc1)Cc1c(C)nn(C)c1C
217,COc1cc(C(C)=O)ccc1OC(=O)Cc1c[nH]c(=O)[nH]c1=O
218,Nc1cccc2c1CCCN2C(=O)CCc1ccccn1
219,Cc1ccc2c(n1)c(=O)nc(-n1nc(C)cc1C)n2C
220,CC(C)C1CN(C2CCc3nnc(C(C)(C)C)n3C2)CCO1
221,Cc1cc(NC(=O)COC(=O)c2ccccc2O)[nH]n1
222,CCC(NC(=O)CCc1cccc(-n2cnnc2)c1)C(C)C
223,COC(=O)C1CC(OC(=O)c2cc(-c3ccccc3)on2)CN1C
224,COc1cccc(C(=O)Nc2onc3c2C(=O)CCC3)c1
225,CN(CC(N)=O)S(=O)(=O)c1ccc(F)c(N)c1
226,Cc1ccc(C(N)=O)c(OCc2cccc(F)c2)c1
227,Cc1nc(NC(=O)NCc2nc(-c3cccnc3)no2)sc1C
228,Nc1nc(CSc2nnnn2C2CCOCC2)nc2c1CCO2
229,O=C(NCCn1nc(-c2cccs2)ccc1=O)c1cnccn1
230,CC(C)C1CCCCN1C(=O)COC(=O)c1ccc2c(c1)OCCO2
231,Cc1cccc(-c2csc(NC(=O)C(C)C)n2)c1O
232,Cc1nc(NC(=O)CSc2ccc(O)cc2)nn1C
233,O=C(c1cccc(-n2cccn2)n1)N1CC(c2cccnc2)C1
234,CCC(=O)c1cc(C)ccc1OCC(=O)N1CCCC(O)C1
235,Cc1cc(C(=O)N2CCCOCC2)ccc1NC(=O)C1CC=CC1
236,CCOC(=O)NC(C)C(=O)N(C)C1CCCCC1
237,Cn1c(NC(C)(C)CO)c(C#N)c(=O)n(C)c1=O
238,Cc1cc(S(=O)(=O)NCC(C)(C)c2ccncc2)c(C)s1
239,C=CCOC1CC2C1OCCN2C(=O)c1ccc(NC2CC2)nn1
240,Cc1sc(NC(=O)CCn2ncc3ccccc32)c(C#N)c1C
241,Cc1cc(C)n(CCCNc2ncnc3cc(F)ccc23)n1
242,CCc1n[nH]c(SCC(=O)Nc2cc(C#N)ccc2Cl)n1
243,CCn1nc(C)c(NC(=O)C2CCN(CC(C)(C)C)CC2)c1C
244,COCCn1cnnc1SCc1nc2c(F)cccc2[nH]1
245,CCN(Cc1cccc(F)c1)C(=O)CCc1cccc(OC(C)C#N)c1
246,Cc1ccc2ncc(C(=O)N(C1CC2)C(C)c3ccccc3)n2c1
247,Cc1ccc(-c2nc(Cc3ccccc3)no2)c(=O)[nH]1
248,CN(C(=O)c1ccc(Cl)c(Cl)c1)C1(C#N)CCC1
249,O=C1CCC(C(=O)NCCCSc2ccc(Cl)cc2)CN1
250,Cc1cccc(C)c1NCCOc1ccc2c(c1)OCO2
251,Cc1noc(C(C)C)c1C(=O)NCCOc1ccc2c(c1)OCO2
252,c1ccc2ccc(-c3nc4nc(C5CC5)nn4cn3)cc2c1
253,CC(C)c1cccc(NC(=O)COc2ccc(F)cc2N)c1
254,Cc1nc(CN(C)C(=O)Nc2cccc(F)c2)oc1C
255,COC(=O)c1ccccc1NC(=O)Cn1cnc2ccccc2c1=O
256,CCc1nnc(NC(=O)c2cn(C)nc2C(C)(C)C)s1
257,CCOc1cc(F)ccc1N1CCC(C(=O)Nc2cc(C)ccn2)C1=O
258,Cc1cc(CN(C)C(=O)Nc2ccc3c(c2)CCC3)no1
259,Cc1nc(CSc2nncn2C2CC2)cs1
260,Clc1ccc(NCc2cccs2)cc1Cl
261,CC(=O)NCC(=O)NCc1ccccn1
262,O=C(NCCc1nccs1)c1ccc(-n2ccnc2)nc1
263,COCCN1CC(C(=O)NCc2ccc(OC)c(OC)c2)CC1=O
264,CCN(C(=O)NCC(C)c1ccsc1)C1CCCCC1
265,Cc1cc(C)n2c(CN3CC(C)OC(C)C3)cnc2n1
266,CN(CC(=O)NC1CCN(c2ccccc2)C1=O)c1ncnc2[nH]cnc12
267,N#Cc1ccc(N2CC(c3nc(-c4ccccc4)no3)CC2=O)cc1
268,Nc1cccc(Oc2ccc(Oc3ccccn3)cc2)c1
269,Cn1nccc1C(=O)N1CCNCC1c1ccc(C(F)(F)F)cc1
270,COc1ccc(OCCN2C(=O)Cc3cc(N)ccc32)cc1
271,N#Cc1cc(Cl)ccc1N1CCCC(NC(=O)c2ccco2)C1
272,CCOCCCNC(=O)c1cccc(Br)c1
273,Cc1nc(-c2cccc(NC(=O)Cn3ccc(=O)[nH]c3=O)c2)n[nH]1
274,CCS(=O)(=O)N1CCC(Nc2ccc(Br)cn2)CC1
275,COc1ccc(CNC(=O)Nc2ccc(-n3nc(C)cc3C)cc2)cc1
276,CCOC(=O)N1CCCC(C(=O)Nc2cccc(C)c2C)C1
277,COc1ccc(C(C)=O)cc1S(=O)(=O)N(C)Cc1nccn1C
278,COC(=O)Nc1ccc(CNC(=O)NC(C)CO)cc1
279,COC(=O)c1ccccc1NC(=O)C(C)NC(=O)c1ccccc1
280,O=C(CNC(=O)c1ccccn1)NCc1cccc(F)c1
281,Cc1cc(C)c(NC(=O)COC(=O)c2cccc(N)c2)c(C)c1
282,CC1(C)CC(O)C(Sc2nnnn2CC2=CCCCC2)C1
283,COc1ccccc1Nc1nc2sc(CC(=O)NC3CC3)nc2o1
284,CC(=O)NC1CCCN(C(=O)c2cc3c(O)cccc3s2)C1
285,O=C(COc1cccc(OC(=O)NC2CC2)c1)NCc1ccco1
286,Cc1cnc(C(=O)N=c2[nH]c(C)c(-c3ccccc3)[nH]2)cn1
287,CC(=O)c1ccc(NC(=O)N(CCC(N)=O)C(C)C)cc1C
288,Cc1ccc(CCC(=O)Nc2cc(C#N)ccc2Cl)cc1
289,CCOc1ccc(CC(CO)c2ccccc2)cc1
290,CCCNC(=O)CS(=O)(=O)c1ccc2c(c1)OCCCO2
291,C=CCN(Cc1cccc(F)c1)C(=O)Nc1cccc(-n2cnnc2)c1
292,Cc1cc(C)c(C(=O)Nc2cc(Cl)ccc2C(=O)NC(C)C)[nH]1
293,CCC(=O)c1ccc(OCC(=O)Nc2cccc(OC)c2)cc1
294,O=C1C(NCc2ccncc2)CCCN1CC(F)(F)F
295,CCOC(=O)C1=C(C)NC(=O)NC1c1c(Cl)cccc1Cl
296,Cc1cc(NC(=O)Cn2ncc(N3CCCC3)cc2=O)on1
297,COC1CCCN(C(=O)c2c[nH]cc2-c2cccc(Cl)c2)C1
298,COc1ccc(S(=O)(=O)NC(C)c2c(C)n[nH]c2C)cc1OC
299,Cc1cc(=O)oc2cc(OCc3cc(C(N)=O)co3)ccc12
300,NC(=O)C1CN(C(=O)c2cnn(Cc3cccc(F)c3)c2)CCO1
301,CC(=O)c1ccc(NC(=O)c2oc3ccc(F)cc3c2C)cc1
302,COCCCC(=O)Nc1cc(OC)cc(l)c1OC
303,CCC(Oc1ccccc1F)C(=O)Nc1nnc(C2CC2)s1
304,Cc1cc(C(=O)OCC(=O)NC2CC2)ccc1Oc1ccccc1F
305,CCn1cc(C(=O)N2CCC(C(N)=O)c3ccccc32)cn1
306,C(=CCSc1nnnn1Cc1ccc(C2CC2)o1)c1cccnc1
307,COC(=O)C1CCCC1NC(=O)CNC(=O)c1ccsc1
308,CCCc1nnc(NC(=O)c2cn(CC)nc2C(C)(C)C)s1
309,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1cc(F)ccc1Cl
310,CCn1c(-c2ccco2)nnc1S(=O)(=O)CCc1ccccc1
311,O=C(NCCNC(=O)c1cccc(S(=O)(=O)NC2CC2)c1)N(C1CC1
312,COc1cccc(-c2c(C(=O)NCC3CCCO3)nnn2C)c1
313,COc1ccnc(N(CCC(N)=O)CC(F)(F)F)n1
314,CCN(CCO)c1cccc(NC(=O)c2cc(C)sc2C)c1
315,O=c1c2cnccc2ncn1Cc1c(F)cccc1Cl
316,CCOc1ccc(OCC(=O)Nc2n[nH]c(C(C)=O)n2)cc1
317,OCc1nc(-c2ccncc2)n(-c2ccccc2)n1
318,O=C(NCCCO)c1cc2c(nc1N1CCCC1)CCCC2
319,CN(C)C(=O)CN(C)C(=O)Cc1ccc2ccccc2c1
320,COc1cccc(-c2ccc(=O)n(CC(=O)NC3CCCCC3)n2)c1
321,O=C(OCc1cccnc1)c1cc(-c2ccc(O)cc2)on1
322,CCOC(=O)Nc1cccc(NC(=O)Cc2ccccc2Cl)c1
323,CCN(CC)c1ccc(C(=O)N2CCCC3(C2)OCCO3)cn1
324,COCCN(C)C(=O)C(C)Sc1nncs1
325,CCOC(=O)c1nc2cccnc2nc1N1CCN(C(C)(C)C)CC1
326,CC(NC(=O)c1ccco1)C(=O)Nc1cccc(-c2ncco2)c1
327,Cc1c(Cl)c(C(F)(F)F)nn1C(C)CN1CCOCC1
328,CC(OC(=O)c1ccsc1)c1nc(-c2cccnc2)no1
329,CCNC(=O)CN1CCN(C(=O)Cc2ccc(OC)cc2)CC1
330,Nc1c(-c2cccc(Cl)c2)nsc1C(=O)NCC1CCCO1
331,Cc1ccc(CNS(=O)(=O)c2c[nH]c3ncccc23)cc1
332,CN(C(=O)c1cccn2nncc12)c1cccc(C#N)c1
333,CCc1nc(CC(=O)NCCc2cc3ccccc3s2)cs1
334,CC(C)(C)c1nc(CNC(=O)CNC(=O)c2ccco2)no1
335,CC(C)(C)c1nnc(SCC(=O)N2CCc3ccccc3C2)o1
336,c1ccc(-n2c(Nn3cnnc3)nnc2C2CCC2)cc1
337,CC1(C)CC(NC(=O)NCC(=O)NC2CC2)c2ccccc21
338,COc1ccc(NC(=O)CCSc2ccc(Cl)cc2)c(OC)c1
339,CC(C)n1nc(CNC(=O)c2ccc3c(c2)OCO3)c2ccccc21
340,CC(C)(C)CCC(=O)NCc1ccc(OC(F)(F)F)nc1
341,CCN(CCC#N)C(=O)CSc1ccc(O)cc1
342,c1ccc(CCc2nc(C3CCOC3)no2)cc1
343,O=C(Nc1cccc(Cn2cccc(O)c2=O)c1)c1ccc(F)cc1
344,CCOC(=O)C(O)(c1c(C)nn(C(C)(C)C)c1C)C(F)(F)F
345,COc1cc(C#N)ccc1CNC(=O)c1cc(C)ccc1C
346,CCCn1c(C#N)nc2cc(OC(C)=O)ccc21
347,CC(C)NC(=O)NC1CCCC(C(C)(C)C)C1O
348,CC(C)Cn1ncc2cc(C(=O)N3CCCCC3)c(N)nc21
349,CCc1nc2nc(C)c(CC(=O)NC3CCCC3)c(C)n2n1
350,Cc1cc(OCC(=O)N2CCN(C(=O)c3ccc(C)s3)CC2)no1
351,N#Cc1ccc2nc(SCn3cccn3)nc(N3CCOCC3)c2c1
352,CC(=O)Nc1cccc(NC(=O)C2CCCc3ccccc32)c1
353,Cc1cc(C(=O)N2CCCC3(CC3)C(=O)Nc3ccccc3C2=O)on1
354,O=S(=O)(Cc1cccc(Cl)c1)Nc1ccc2c(c1)OCCO2
355,O=C(NCCCN1CCCC1=O)C1(c2cccc(Cl)c2)CC1
